@RELATION "emotions_mlcsn: -C 6"

@ATTRIBUTE amazed-suprised {0, 1}
@ATTRIBUTE happy-pleased {0, 1}
@ATTRIBUTE relaxing-calm {0, 1}
@ATTRIBUTE quiet-still {0, 1}
@ATTRIBUTE sad-lonely {0, 1}
@ATTRIBUTE angry-aggresive {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_Centroid {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_Rolloff {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_Flux {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_0 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_1 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_2 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_3 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_4 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_5 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_6 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_7 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_8 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_9 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_10 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_11 {0, 1}
@ATTRIBUTE Mean_Acc1298_Mean_Mem40_MFCC_12 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_Centroid {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_Rolloff {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_Flux {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_0 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_1 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_2 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_3 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_4 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_5 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_6 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_7 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_8 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_9 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_10 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_11 {0, 1}
@ATTRIBUTE Mean_Acc1298_Std_Mem40_MFCC_12 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_Centroid {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_Rolloff {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_Flux {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_0 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_1 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_2 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_3 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_4 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_5 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_6 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_7 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_8 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_9 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_10 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_11 {0, 1}
@ATTRIBUTE Std_Acc1298_Mean_Mem40_MFCC_12 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_Centroid {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_Rolloff {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_Flux {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_0 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_1 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_2 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_3 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_4 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_5 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_6 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_7 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_8 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_9 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_10 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_11 {0, 1}
@ATTRIBUTE Std_Acc1298_Std_Mem40_MFCC_12 {0, 1}
@ATTRIBUTE BH_LowPeakAmp {0, 1}
@ATTRIBUTE BH_LowPeakBPM {0, 1}
@ATTRIBUTE BH_HighPeakAmp {0, 1}
@ATTRIBUTE BH_HighPeakBPM {0, 1}
@ATTRIBUTE BH_HighLowRatio {0, 1}
@ATTRIBUTE BHSUM1 {0, 1}
@ATTRIBUTE BHSUM2 {0, 1}
@ATTRIBUTE BHSUM3 {0, 1}

@DATA
0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
